tool_number,capability,standalone_source,existing_equivalent,classification,overlap_status,target_production_module,target_api_route,database_entities,background_job,frontend_area,dependencies,integration_status
171,Affinity Propagation Intelligence Engine,tool171_affinity_propagation_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/unsupervised.py,/api/v1/datasets/{dataset_id}/ml/unsupervised/{operation},AnalysisRun; Artifact; AutomationRun,yes,Machine Learning,pandas; numpy; scikit-learn,INTEGRATED_AND_TESTABLE
172,Bayesian Gaussian Mixture Engine,tool172_bayesian_gaussian_mixture_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/unsupervised.py,/api/v1/datasets/{dataset_id}/ml/unsupervised/{operation},AnalysisRun; Artifact; AutomationRun,yes,Machine Learning,pandas; numpy; scikit-learn,INTEGRATED_AND_TESTABLE
173,Random Projection Intelligence Engine,tool173_random_projection_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/unsupervised.py,/api/v1/datasets/{dataset_id}/ml/unsupervised/{operation},AnalysisRun; Artifact; AutomationRun,yes,Machine Learning,pandas; numpy; scikit-learn,INTEGRATED_AND_TESTABLE
174,Truncated Svd Intelligence Engine,tool174_truncated_svd_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/unsupervised.py,/api/v1/datasets/{dataset_id}/ml/unsupervised/{operation},AnalysisRun; Artifact; AutomationRun,yes,Machine Learning,pandas; numpy; scikit-learn,INTEGRATED_AND_TESTABLE
175,Factor Analysis Intelligence Engine,tool175_factor_analysis_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/unsupervised.py,/api/v1/datasets/{dataset_id}/ml/unsupervised/{operation},AnalysisRun; Artifact; AutomationRun,yes,Machine Learning,pandas; numpy; scikit-learn,INTEGRATED_AND_TESTABLE
176,Sparse Pca Intelligence Engine,tool176_sparse_pca_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/unsupervised.py,/api/v1/datasets/{dataset_id}/ml/unsupervised/{operation},AnalysisRun; Artifact; AutomationRun,yes,Machine Learning,pandas; numpy; scikit-learn,INTEGRATED_AND_TESTABLE
177,Dictionary Learning Intelligence Engine,tool177_dictionary_learning_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/unsupervised.py,/api/v1/datasets/{dataset_id}/ml/unsupervised/{operation},AnalysisRun; Artifact; AutomationRun,yes,Machine Learning,pandas; numpy; scikit-learn,INTEGRATED_AND_TESTABLE
178,Feature Agglomeration Intelligence Engine,tool178_feature_agglomeration_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/unsupervised.py,/api/v1/datasets/{dataset_id}/ml/unsupervised/{operation},AnalysisRun; Artifact; AutomationRun,yes,Machine Learning,pandas; numpy; scikit-learn,INTEGRATED_AND_TESTABLE
179,Nearest Centroid Intelligence Engine,tool179_nearest_centroid_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
180,Linear Discriminant Analysis Engine,tool180_linear_discriminant_analysis_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
181,Quadratic Discriminant Analysis Engine,tool181_quadratic_discriminant_analysis_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
182,Elastic Net Regression Engine,tool182_elastic_net_regression_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
183,Sgd Online Learning Engine,tool183_sgd_online_learning_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
184,Ridge Regression Intelligence Engine,tool184_ridge_regression_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
185,Lasso Regression Intelligence Engine,tool185_lasso_regression_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
186,Bayesian Ridge Intelligence Engine,tool186_bayesian_ridge_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
187,Huber Regression Intelligence Engine,tool187_huber_regression_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
188,Ransac Regression Intelligence Engine,tool188_ransac_regression_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
189,Quantile Regression Intelligence Engine,tool189_quantile_regression_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
190,Passive Aggressive Classifier Engine,tool190_passive_aggressive_classifier_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
191,Passive Aggressive Regressor Engine,tool191_passive_aggressive_regressor_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
192,Perceptron Classifier Intelligence Engine,tool192_perceptron_classifier_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
193,Knn Supervised Intelligence Engine,tool193_knn_supervised_intelligence_engine.zip,Tools 1-100 dataset/version/analysis/artifact/job/workspace foundation,MERGE,"Merged into shared preprocessing, training, comparison, or evaluation services.",app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
194,Decision Tree Classifier Engine,tool194_decision_tree_classifier_engine.zip,Tools 1-100 dataset/version/analysis/artifact/job/workspace foundation,MERGE,"Merged into shared preprocessing, training, comparison, or evaluation services.",app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
195,Decision Tree Regressor Engine,tool195_decision_tree_regressor_engine.zip,Tools 1-100 dataset/version/analysis/artifact/job/workspace foundation,MERGE,"Merged into shared preprocessing, training, comparison, or evaluation services.",app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
196,Random Forest Classifier Engine,tool196_random_forest_classifier_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
197,Random Forest Regressor Engine,tool197_random_forest_regressor_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
198,Extra Trees Classifier Engine,tool198_extra_trees_classifier_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
199,Extra Trees Regressor Engine,tool199_extra_trees_regressor_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
200,Gradient Boosting Classifier Engine,tool200_gradient_boosting_classifier_engine.zip,Tools 1-100 dataset/version/analysis/artifact/job/workspace foundation,MERGE,"Merged into shared preprocessing, training, comparison, or evaluation services.",app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
201,Gradient Boosting Regressor Engine,tool201_gradient_boosting_regressor_engine.zip,Tools 1-100 dataset/version/analysis/artifact/job/workspace foundation,MERGE,"Merged into shared preprocessing, training, comparison, or evaluation services.",app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
202,Adaboost Classifier Engine,tool202_adaboost_classifier_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
203,Adaboost Regressor Engine,tool203_adaboost_regressor_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
204,Hist Gradient Boosting Classifier Engine,tool204_hist_gradient_boosting_classifier_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
205,Hist Gradient Boosting Regressor Engine,tool205_hist_gradient_boosting_regressor_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
206,Bagging Classifier Intelligence Engine,tool206_bagging_classifier_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
207,Bagging Regressor Intelligence Engine,tool207_bagging_regressor_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
208,Voting Classifier Intelligence Engine,tool208_voting_classifier_intelligence_engine.zip,Tools 1-100 dataset/version/analysis/artifact/job/workspace foundation,MERGE,"Merged into shared preprocessing, training, comparison, or evaluation services.",app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
209,Voting Regressor Intelligence Engine,tool209_voting_regressor_intelligence_engine.zip,Tools 1-100 dataset/version/analysis/artifact/job/workspace foundation,MERGE,"Merged into shared preprocessing, training, comparison, or evaluation services.",app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
210,Stacking Classifier Intelligence Engine,tool210_stacking_classifier_intelligence_engine.zip,Tools 1-100 dataset/version/analysis/artifact/job/workspace foundation,MERGE,"Merged into shared preprocessing, training, comparison, or evaluation services.",app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
211,Stacking Regressor Intelligence Engine,tool211_stacking_regressor_intelligence_engine.zip,Tools 1-100 dataset/version/analysis/artifact/job/workspace foundation,MERGE,"Merged into shared preprocessing, training, comparison, or evaluation services.",app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
212,Gaussian Naive Bayes Intelligence Engine,tool212_gaussian_naive_bayes_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
213,Complement Naive Bayes Intelligence Engine,tool213_complement_naive_bayes_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
214,Multinomial Naive Bayes Intelligence Engine,tool214_multinomial_naive_bayes_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
215,Bernoulli Naive Bayes Intelligence Engine,tool215_bernoulli_naive_bayes_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
216,Categorical Naive Bayes Intelligence Engine,tool216_categorical_naive_bayes_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
217,Radius Neighbors Classifier Engine,tool217_radius_neighbors_classifier_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
218,Radius Neighbors Regressor Engine,tool218_radius_neighbors_regressor_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
219,Gaussian Process Classifier Engine,tool219_gaussian_process_classifier_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
220,Gaussian Process Regressor Engine,tool220_gaussian_process_regressor_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
221,Pls Regression Intelligence Engine,tool221_pls_regression_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
222,Pls Canonical Intelligence Engine,tool222_pls_canonical_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
223,Canonical Correlation Analysis Engine,tool223_canonical_correlation_analysis_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
224,Kernel Ridge Regression Engine,tool224_kernel_ridge_regression_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
225,Theil Sen Regression Engine,tool225_theil_sen_regression_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
226,Poisson Regression Engine,tool226_poisson_regression_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
227,Gamma Regression Engine,tool227_gamma_regression_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
228,Tweedie Regression Engine,tool228_tweedie_regression_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
229,Orthogonal Matching Pursuit Engine,tool229_orthogonal_matching_pursuit_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
230,Multitask Lasso Regression Engine,tool230_multitask_lasso_regression_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
231,Multitask Elastic Net Regression Engine,tool231_multitask_elastic_net_regression_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
232,Isotonic Regression Engine,tool232_isotonic_regression_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
233,Transformed Target Regression Engine,tool233_transformed_target_regression_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
234,Linear Svc Intelligence Engine,tool234_linear_svc_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
235,Nu Svc Intelligence Engine,tool235_nu_svc_intelligence_engine.zip,None equivalent; shared platform infrastructure reused,NEW,New capability represented by a canonical shared service.,app/core/ml/registry.py; app/core/ml/service.py,/api/v1/datasets/{dataset_id}/ml/{operation},RegisteredModel; ModelVersion; Artifact; AnalysisRun; ExperimentRun,yes,Machine Learning; Models,pandas; numpy; scikit-learn; joblib,INTEGRATED_AND_TESTABLE
